position_id,fen,expected_moves_san,expected_moves_uci,time_ms,bestmove,bestmove_san,matches_expected,seen_in_pv,info_depth,info_nodes,info_nps,score_type,score
WAC.282,6k1/2p3p1/1p1p1nN1/1B1P4/4PK2/8/2r3b1/7R w - - 0 1,Rh8+,h1h8,2000,h1e1,Re1,False,True,,,,,
WAC.287,rn3k1r/pp2bBpp/2p2n2/q5N1/3P4/1P6/P1P3PP/R1BQ1RK1 w - - 0 1,Qg4 Qh5,d1g4 d1h5,100,f7c4,Bc4,False,False,,,,,
WAC.287,rn3k1r/pp2bBpp/2p2n2/q5N1/3P4/1P6/P1P3PP/R1BQ1RK1 w - - 0 1,Qg4 Qh5,d1g4 d1h5,850,f7c4,Bc4,False,True,,,,,
WAC.287,rn3k1r/pp2bBpp/2p2n2/q5N1/3P4/1P6/P1P3PP/R1BQ1RK1 w - - 0 1,Qg4 Qh5,d1g4 d1h5,2000,f7c4,Bc4,False,True,,,,,
WAC.288,r1b2rk1/p4ppp/1p1Qp3/4P2N/1P6/8/P3qPPP/3R1RK1 w - - 0 1,Nf6+,h5f6,100,h5g3,Ng3,False,False,,,,,
WAC.288,r1b2rk1/p4ppp/1p1Qp3/4P2N/1P6/8/P3qPPP/3R1RK1 w - - 0 1,Nf6+,h5f6,850,f2f3,f3,False,False,,,,,
WAC.288,r1b2rk1/p4ppp/1p1Qp3/4P2N/1P6/8/P3qPPP/3R1RK1 w - - 0 1,Nf6+,h5f6,2000,h5f6,Nf6+,True,True,,,,,
WAC.290,2k2r2/2p5/1pq5/p1p1n3/P1P2n1B/1R4Pp/2QR4/6K1 b - - 0 1,Ne2+,f4e2,100,f4e6,Ne6,False,False,,,,,
WAC.290,2k2r2/2p5/1pq5/p1p1n3/P1P2n1B/1R4Pp/2QR4/6K1 b - - 0 1,Ne2+,f4e2,850,f4e6,Ne6,False,False,,,,,
WAC.290,2k2r2/2p5/1pq5/p1p1n3/P1P2n1B/1R4Pp/2QR4/6K1 b - - 0 1,Ne2+,f4e2,2000,f4e6,Ne6,False,False,,,,,
WAC.293,1nbq1r1k/3rbp1p/p1p1pp1Q/1p6/P1pPN3/5NP1/1P2PPBP/R4RK1 w - - 0 1,Nfg5,f3g5,100,a1c1,Rac1,False,False,,,,,
WAC.293,1nbq1r1k/3rbp1p/p1p1pp1Q/1p6/P1pPN3/5NP1/1P2PPBP/R4RK1 w - - 0 1,Nfg5,f3g5,850,h6e3,Qe3,False,False,,,,,
WAC.293,1nbq1r1k/3rbp1p/p1p1pp1Q/1p6/P1pPN3/5NP1/1P2PPBP/R4RK1 w - - 0 1,Nfg5,f3g5,2000,e2e3,e3,False,False,,,,,
WAC.297,3r1rk1/p3qp1p/2bb2p1/2p5/3P4/1P6/PBQN1PPP/2R2RK1 b - - 0 1,Bxg2 Bxh2+,c6g2 d6h2,100,f8e8,Rfe8,False,False,,,,,
WAC.297,3r1rk1/p3qp1p/2bb2p1/2p5/3P4/1P6/PBQN1PPP/2R2RK1 b - - 0 1,Bxg2 Bxh2+,c6g2 d6h2,850,f8e8,Rfe8,False,True,,,,,
WAC.297,3r1rk1/p3qp1p/2bb2p1/2p5/3P4/1P6/PBQN1PPP/2R2RK1 b - - 0 1,Bxg2 Bxh2+,c6g2 d6h2,2000,c6g2,Bxg2,True,True,,,,,
